Topic	Title	Link	EDAM topic	EDAM operation	Creation	Last modification	Version	Tutorial	Slides	Video	Workflows	Tools	Servers with precise tool versions	Servers with tool but different versions	Feedback number	Feedback mean note	Visitors	Page views	Visit duration	Video views
Assembly	Using the VGP workflows to assemble a vertebrate genome with HiFi and Hi-C data	https://training.galaxyproject.org//topics/assembly/tutorials/vgp_workflow_training/tutorial.html	Sequence assembly, Chromosome conformation capture	Sequence assembly validation, Visualisation	2022-04-06	2025-09-09	26	True	False	True	False	quast	Galaxy@AuBi, GalaxyTrakr, MISSISSIPPI, UseGalaxy.org.au, UseGalaxy.be, UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.fr, UseGalaxy.no, UseGalaxy.org (Main)		0		3955	5419	7.466666666666667	0
Assembly	Genome Assembly of MRSA from Oxford Nanopore MinION data (and optionally Illumina data)	https://training.galaxyproject.org//topics/assembly/tutorials/mrsa-nanopore/tutorial.html	Sequence assembly, Whole genome sequencing, Public health and epidemiology, Genomics, Microbiology, Antimicrobial resistance	Filtering, Sequence assembly validation, De-novo assembly, Sequence alignment, Scatter plot plotting, Genome assembly, Sequence composition calculation, Box-Whisker plot plotting, Sequencing error detection, Cross-assembly, Sequence assembly visualisation, Sequence contamination filtering, Read mapping, Sequencing quality control, Mapping assembly, Visualisation, Statistical calculation	2021-03-24	2026-01-05	16	True	False	False	True	nanoplot, CONVERTER_bz2_to_uncompressed, __EXTRACT_DATASET__, bandage_image, polypolish, __FLATTEN__, bwa_mem2, fastp, filtlong, porechop, upload1, quast, flye, fastqc	UseGalaxy.be, UseGalaxy.eu	UseGalaxy.cz, UseGalaxy.fr	0		11058	16431	7.583333333333333	0
Assembly	Chloroplast genome assembly	https://training.galaxyproject.org//topics/assembly/tutorials/chloroplast-assembly/tutorial.html		Genome annotation, Sequence assembly, Scatter plot plotting, Genome visualisation, Genome assembly, Gene prediction, Genome indexing, Generation, Read alignment, De-novo assembly, Sequence alignment, Box-Whisker plot plotting, Cross-assembly, Sequence assembly visualisation, Coding region prediction, Read mapping, Analysis, Mapping assembly	2020-12-04	2026-01-23	22	True	False	True	True	nanoplot, pilon, bwa_mem, bandage_info, upload1, prokka, jbrowse, fasta-stats, flye, bandage_image	UseGalaxy.eu	UseGalaxy.be, UseGalaxy.cz, UseGalaxy.fr, UseGalaxy.no, UseGalaxy.org (Main)	0		8434	13012	7.933333333333334	0
Assembly	Genome Assembly of a bacterial genome (MRSA) sequenced using Illumina MiSeq Data	https://training.galaxyproject.org//topics/assembly/tutorials/mrsa-illumina/tutorial.html	Sequence assembly, Whole genome sequencing, Public health and epidemiology, Genomics, Microbiology	Sequence assembly validation, Genome assembly, Sequence assembly visualisation, Sequence contamination filtering, Read mapping, Sequencing quality control, Visualisation	2021-03-24	2026-01-05	18	True	False	True	True	shovill, bandage_info, fastp, upload1, quast, falco, bandage_image	UseGalaxy.be, UseGalaxy.cz, UseGalaxy.eu, UseGalaxy.fr, UseGalaxy.org (Main)		0		10991	16776	9.533333333333333	0
Assembly	Genome assembly using PacBio data	https://training.galaxyproject.org//topics/assembly/tutorials/hifi-assembly/tutorial.html	Genomics, Sequence assembly, Biodiversity	Sequence assembly validation, De-novo assembly, Genome assembly, Mapping assembly, Visualisation, Cross-assembly	2021-11-29	2025-06-04	2	True	False	False	True	gfa_to_fa, quast, busco, hifiasm, fasta-stats, flye	UseGalaxy.org.au, UseGalaxy.eu, UseGalaxy.fr, UseGalaxy.org (Main)	UseGalaxy.cz, UseGalaxy.no	0		1205	1445	6.516666666666667	0
Assembly	Genome Assembly Quality Control	https://training.galaxyproject.org//topics/assembly/tutorials/assembly-quality-control/tutorial.html	Biodiversity, Sequence assembly, Data quality management	Sequence assembly validation, Scaffolding, Phasing, k-mer counting, De-novo assembly, Genome assembly, Visualisation	2022-08-26	2025-06-04	6	True	True	False	True	meryl, chromeister, busco, quast, merqury	UseGalaxy.org.au, UseGalaxy.be, UseGalaxy.eu, UseGalaxy.fr	UseGalaxy.cz	0		2660535	5652832	10.333333333333334	0
Assembly	Making sense of a newly assembled genome	https://training.galaxyproject.org//topics/assembly/tutorials/ecoli_comparison/tutorial.html	Sequence assembly, Genomics, Microbiology	Genome visualisation, Read mapping, Sequence alignment, Mapping, Sequence visualisation	2018-06-14	2024-06-24	29	True	False	False	True	fasta_filter_by_length, mergeCols1, tp_replace_in_column, lastz_wrapper_2, join1, circos, bedtools_sortbed, bedtools_complementbed, circos_interval_to_tiles, tp_grep_tool, bedtools_intersectbed, tp_cat, jbrowse, fasta_compute_length, cat1, random_lines1, collapse_dataset, upload1, tp_sed_tool, Cut1, tp_sort_header_tool, Filter1, Grep1, circos_aln_to_links, addValue, datamash_ops, tp_replace_in_line			0		6864	13130	8.066666666666666	0
Assembly	Vertebrate genome assembly using HiFi, Bionano and Hi-C data - Step by Step	https://training.galaxyproject.org//topics/assembly/tutorials/vgp_genome_assembly/tutorial.html	Genomics, Sequence assembly, Biodiversity	Sequence assembly validation, Pairwise sequence alignment, Scaffolding, Read pre-processing, Read binning, De-novo assembly, Sequence alignment, Genome assembly, Mapping, Phasing, Sequence trimming, k-mer counting, Data handling, Visualisation, Primer removal	2021-06-04	2026-01-23	58	True	False	True	True	minimap2, pretext_map, pretext_snapshot, bwa_mem2, Convert characters1, busco, merqury, tp_grep_tool, Add_a_column1, salsa, collection_column_join, gfa_to_fa, cat1, yahs, collapse_dataset, bionano_scaffold, hifiasm, quast, purge_dups, cutadapt, gfastats, tp_cut_tool, bellerophon, genomescope, meryl, bedtools_bamtobed, sort1, tp_find_and_replace		UseGalaxy.cz	0		17129	25600	3.433333333333333	0
Assembly	Decontamination of a genome assembly	https://training.galaxyproject.org//topics/assembly/tutorials/assembly-decontamination/tutorial.html	Genomics, Sequence assembly, Biodiversity	Data handling, Taxonomic classification	2024-09-04	2025-06-04	5	True	False	True	True	gfastats, Filter1, kraken2, ncbi_dustmasker_wrapper, parse_mito_blast, ncbi_blastn_wrapper, tp_sed_tool, tp_cat, Cut1	UseGalaxy.org.au, UseGalaxy.eu, UseGalaxy.org (Main)	UseGalaxy.cz	0		1936	2370	8.833333333333334	0
Assembly	ERGA post-assembly QC	https://training.galaxyproject.org//topics/assembly/tutorials/ERGA-post-assembly-QC/tutorial.html	Genomics, Sequence assembly, Biodiversity	Sequence assembly validation, Pairwise sequence alignment, Scaffolding, De-novo assembly, Sequence alignment, Genome assembly, Data deposition, Phasing, Data parsing, Sequence trimming, k-mer counting, Sequence assembly visualisation, Genotyping, Data handling, Sequence alignment analysis, Visualisation	2023-06-23	2025-06-04	8	True	False	True	True	minimap2, pretext_map, pretext_snapshot, bwa_mem2, busco, merqury, bandage_image, bg_diamond, CONVERTER_gz_to_uncompressed, interactive_tool_blobtoolkit, collapse_dataset, samtools_stats, __EXTRACT_DATASET__, gfastats, blobtoolkit, bellerophon, genomescope, meryl, tp_find_and_replace, smudgeplot	UseGalaxy.eu	UseGalaxy.org.au, UseGalaxy.org (Main)	0		2242	2881	8.416666666666666	0
